,timestamp,BVN,GOLD,NEM,KGC,HMY,CDE,GFI
1470,2009-08-20,26.15,34.14,40.04,18.84,9.23,14.37,12.03
1471,2009-08-21,25.47,34.67,40.84,19.31,9.38,14.82,12.2
1472,2009-08-24,25.34,34.38,39.94,19.22,9.05,15.14,11.91
1473,2009-08-25,25.34,34.51,40.3,19.56,9.37,15.14,11.98
1474,2009-08-26,25.19,34.2,39.88,19.16,9.06,14.91,11.75
1475,2009-08-27,25.35,34.58,40.57,19.39,9.38,15.0,12.07
1476,2009-08-28,25.78,35.43,41.42,19.73,9.37,15.55,12.18
1477,2009-08-31,25.27,34.7,40.19,18.95,9.4,15.14,12.07
1478,2009-09-01,24.71,35.05,40.18,18.75,9.03,14.82,11.86
1479,2009-09-02,26.36,37.89,43.8,20.61,10.01,15.48,13.2
1480,2009-09-03,27.74,39.53,45.77,21.74,10.51,17.08,13.73
1481,2009-09-04,28.81,40.04,46.23,21.88,10.68,17.17,13.63
1482,2009-09-07,,,,,,,
1483,2009-09-08,30.48,39.3,45.7,21.8,11.26,18.97,14.09
1484,2009-09-09,29.71,36.95,44.88,21.27,10.98,18.49,13.81
1485,2009-09-10,30.62,38.0,46.12,21.9,11.21,20.3,14.19
1486,2009-09-11,30.55,38.18,46.53,22.47,11.43,20.97,14.42
1487,2009-09-14,30.33,37.39,45.76,22.03,11.19,19.73,14.18
1488,2009-09-15,31.57,37.95,46.73,22.82,11.31,20.72,14.53
1489,2009-09-16,33.8,38.53,47.12,23.19,11.75,21.56,14.76
1490,2009-09-17,33.95,38.06,45.83,22.86,11.29,20.37,14.12
1491,2009-09-18,34.05,37.05,44.96,22.18,11.37,19.83,14.16
1492,2009-09-21,33.48,36.51,44.41,22.12,11.11,19.86,13.7
1493,2009-09-22,34.29,37.5,45.22,22.52,11.26,20.78,13.98
1494,2009-09-23,33.84,36.53,43.59,21.75,10.7,19.49,13.38
1495,2009-09-24,33.42,36.46,43.28,21.07,10.61,18.84,13.31
1496,2009-09-25,32.96,36.14,42.83,20.57,10.51,18.43,13.39
1497,2009-09-28,32.97,36.31,42.67,20.53,10.51,18.62,13.29
1498,2009-09-29,34.37,37.55,43.73,21.56,10.66,19.25,13.59
1499,2009-09-30,35.21,37.9,44.02,21.7,10.94,20.5,13.78
1500,2009-10-01,33.82,36.18,42.4,20.67,10.37,18.91,13.43
1501,2009-10-02,33.55,36.1,42.12,20.43,10.23,18.55,13.28
1502,2009-10-05,34.39,36.91,43.2,21.08,10.77,20.19,13.97
1503,2009-10-06,37.03,38.84,46.21,22.06,11.75,21.66,14.89
1504,2009-10-07,37.61,39.28,46.58,22.43,11.64,22.37,14.93
1505,2009-10-08,38.5,39.51,47.01,22.87,11.81,23.04,14.99
1506,2009-10-09,38.53,39.48,46.5,23.09,11.63,23.22,14.64
1507,2009-10-12,37.98,39.36,46.48,23.12,11.62,23.31,14.66
1508,2009-10-13,38.61,39.9,47.68,23.62,11.98,23.85,15.05
1509,2009-10-14,39.2,39.97,47.35,23.45,11.75,24.29,14.92
1510,2009-10-15,39.27,38.91,46.56,22.94,11.52,23.78,14.53
1511,2009-10-16,38.92,38.66,46.64,23.14,11.52,23.48,14.53
1512,2009-10-19,36.69,38.98,46.97,23.32,11.59,24.19,14.44
1513,2009-10-20,36.81,37.85,45.99,22.49,11.52,23.89,14.18
1514,2009-10-21,37.77,38.1,45.57,22.08,11.42,23.71,14.15
1515,2009-10-22,37.35,37.93,45.52,21.71,11.17,23.43,14.18
1516,2009-10-23,36.97,37.57,44.91,21.37,11.03,23.15,14.16
1517,2009-10-26,35.93,36.2,43.34,20.34,10.55,22.3,13.52
1518,2009-10-27,35.61,36.09,43.28,19.11,10.58,21.99,13.48
1519,2009-10-28,33.55,34.58,41.5,18.0,9.94,20.13,12.69
1520,2009-10-29,35.49,37.03,43.0,18.61,10.36,21.94,13.41
1521,2009-10-30,33.57,35.93,43.46,18.58,9.96,20.08,12.75
1522,2009-11-02,34.33,36.51,43.57,18.29,9.83,20.43,12.82
1523,2009-11-03,36.74,39.17,46.48,18.05,10.37,22.2,14.01
1524,2009-11-04,37.04,40.28,47.37,18.86,10.51,22.07,13.71
1525,2009-11-05,36.77,40.71,47.25,18.75,10.5,22.55,13.7
1526,2009-11-06,36.9,41.63,49.04,18.66,10.69,22.2,14.0
1527,2009-11-09,38.76,43.0,50.56,19.41,10.9,22.09,14.56
1528,2009-11-10,38.81,43.13,50.46,19.34,10.94,21.61,14.62
1529,2009-11-11,38.47,43.07,51.24,19.61,10.79,22.2,14.65
1530,2009-11-12,37.05,41.87,49.64,18.82,10.26,20.94,14.1
1531,2009-11-13,37.28,42.89,50.99,19.19,10.55,21.42,14.45
1532,2009-11-16,39.7,43.99,52.39,19.68,10.97,22.46,15.0
1533,2009-11-17,40.01,45.1,52.82,19.53,10.9,22.59,14.71
1534,2009-11-18,39.55,43.74,52.7,19.16,10.73,23.09,14.32
1535,2009-11-19,40.09,44.34,52.66,19.46,10.77,22.72,14.68
1536,2009-11-20,39.51,43.98,52.26,19.14,10.59,22.35,14.64
1537,2009-11-23,40.83,43.88,53.34,19.59,10.75,23.17,14.74
1538,2009-11-24,40.79,43.02,53.35,19.49,10.7,22.97,14.68
1539,2009-11-25,41.5,43.99,54.9,20.3,11.3,23.83,15.11
1540,2009-11-26,,,,,,,
1541,2009-11-27,39.83,42.54,53.35,19.37,10.89,22.63,14.47
1542,2009-11-30,40.15,42.69,53.64,20.02,11.1,22.81,14.78
1543,2009-12-01,41.44,46.07,55.66,21.1,11.68,23.29,15.42
1544,2009-12-02,41.8,47.93,55.83,21.97,11.69,23.29,15.82
1545,2009-12-03,40.45,46.84,54.58,21.49,11.43,22.74,15.41
1546,2009-12-04,39.84,42.68,52.05,20.47,11.12,21.44,14.62
1547,2009-12-07,37.54,42.44,51.83,20.0,10.66,20.82,14.13
1548,2009-12-08,35.15,40.51,50.33,19.14,10.09,19.78,13.61
1549,2009-12-09,35.96,41.28,51.74,19.76,10.33,19.92,13.87
1550,2009-12-10,36.02,41.01,51.69,19.83,10.37,19.76,14.0
1551,2009-12-11,34.97,39.58,51.18,19.23,10.19,19.3,13.84
1552,2009-12-14,34.65,39.9,51.57,19.17,10.6,19.83,14.21
1553,2009-12-15,33.92,39.1,50.59,18.82,10.42,19.59,13.79
1554,2009-12-16,33.81,39.92,50.71,18.97,10.47,19.69,14.05
1555,2009-12-17,32.66,38.39,47.63,17.93,9.73,18.38,13.69
1556,2009-12-18,32.87,39.52,48.26,17.98,9.92,19.0,13.52
1557,2009-12-21,31.55,38.96,46.98,17.92,9.81,17.98,13.13
1558,2009-12-22,31.85,38.89,46.75,18.07,9.83,17.96,13.14
1559,2009-12-23,34.06,40.23,48.04,18.83,9.99,18.33,13.41
1560,2009-12-24,34.0,40.35,47.98,18.77,10.01,18.58,13.43
1561,2009-12-25,,,,,,,
1562,2009-12-28,33.77,40.52,47.81,18.53,10.08,18.39,13.31
1563,2009-12-29,33.57,39.71,47.76,18.37,9.98,18.29,13.13
1564,2009-12-30,33.0,39.56,47.59,18.32,10.01,18.17,12.92
1565,2009-12-31,33.47,39.38,47.31,18.4,10.17,18.06,13.11
1566,2010-01-01,,,,,,,
1567,2010-01-04,34.95,40.39,48.45,18.88,10.48,18.74,13.62
1568,2010-01-05,36.18,40.89,48.58,19.39,10.72,19.05,13.63
1569,2010-01-06,37.21,41.76,49.61,20.08,11.03,19.64,13.87
1570,2010-01-07,37.69,41.17,49.29,20.18,10.89,19.52,13.58
1571,2010-01-08,37.4,41.43,49.62,20.44,10.98,19.79,13.75
1572,2010-01-11,37.69,41.64,50.18,20.61,11.11,19.7,13.89
1573,2010-01-12,35.89,40.3,48.52,20.03,10.6,18.69,13.32
1574,2010-01-13,36.3,40.7,48.75,20.35,10.73,19.02,13.55
1575,2010-01-14,36.11,40.47,48.42,20.32,10.54,18.77,13.41
1576,2010-01-15,35.05,39.7,47.61,19.31,10.39,18.4,13.26
1577,2010-01-18,,,,,,,
1578,2010-01-19,35.96,39.66,48.44,19.22,10.42,18.61,13.32
1579,2010-01-20,34.38,37.87,46.41,18.51,10.06,17.11,12.9
1580,2010-01-21,33.08,36.52,44.44,17.73,9.73,16.08,12.32
1581,2010-01-22,33.0,36.5,44.43,17.77,9.83,16.18,12.35
1582,2010-01-25,32.51,36.04,44.13,17.39,9.89,15.69,12.39
1583,2010-01-26,32.46,36.07,44.24,17.35,9.76,15.31,12.25
1584,2010-01-27,32.44,35.74,44.19,17.02,9.69,15.22,12.13
1585,2010-01-28,32.51,35.91,43.99,16.84,9.68,14.76,12.03
1586,2010-01-29,31.48,34.82,42.86,16.26,9.17,14.02,11.42
1587,2010-02-01,32.95,36.5,45.54,16.98,9.76,15.17,12.1
1588,2010-02-02,32.68,36.21,45.27,17.32,10.01,15.1,12.13
1589,2010-02-03,31.94,35.91,45.87,17.38,9.9,15.24,11.94
1590,2010-02-04,30.33,34.0,43.54,16.39,9.33,13.99,11.14
1591,2010-02-05,30.78,35.83,46.23,17.18,9.46,14.82,11.62
1592,2010-02-08,30.15,34.57,44.41,16.65,9.21,13.55,11.2
1593,2010-02-09,31.74,35.67,45.82,17.5,9.49,14.1,11.53
1594,2010-02-10,31.94,35.68,45.33,17.55,9.19,13.73,11.48
1595,2010-02-11,33.43,37.07,46.76,18.17,9.58,14.54,11.91
1596,2010-02-12,33.68,36.7,46.53,18.2,9.33,14.47,11.86
1597,2010-02-15,,,,,,,
1598,2010-02-16,34.33,37.44,47.42,18.81,9.76,15.09,12.29
1599,2010-02-17,33.66,37.86,47.24,18.5,9.39,14.6,12.06
1600,2010-02-18,32.56,39.23,48.41,18.86,9.34,14.76,12.15
1601,2010-02-19,32.61,39.37,48.54,18.5,9.28,14.81,11.95
1602,2010-02-22,32.95,38.37,47.73,18.32,9.14,14.62,11.7
1603,2010-02-23,31.68,37.27,46.58,17.66,8.79,13.95,11.16
1604,2010-02-24,31.92,36.71,46.48,17.59,8.89,14.01,11.08
1605,2010-02-25,32.81,37.44,49.02,18.08,9.13,14.53,11.43
1606,2010-02-26,33.61,37.66,49.28,18.12,9.13,14.65,11.49
1607,2010-03-01,33.98,38.45,50.28,18.53,9.43,14.72,11.56
1608,2010-03-02,34.83,39.47,51.7,18.95,9.75,15.4,11.97
1609,2010-03-03,33.42,40.14,51.94,19.09,9.99,15.36,12.26
1610,2010-03-04,32.93,39.8,50.86,18.88,9.82,15.0,12.18
1611,2010-03-05,33.79,40.26,51.55,19.1,9.9,15.71,12.31
1612,2010-03-08,34.02,39.68,51.06,18.85,9.81,15.87,12.29
1613,2010-03-09,33.3,39.54,51.17,18.57,9.6,15.86,12.16
1614,2010-03-10,32.5,38.75,50.27,18.07,9.5,16.26,12.07
1615,2010-03-11,32.74,39.18,50.42,17.99,9.62,16.85,12.07
1616,2010-03-12,32.24,39.06,50.04,17.88,9.59,16.42,11.94
1617,2010-03-15,32.05,39.01,49.73,17.63,9.59,16.27,11.96
1618,2010-03-16,32.91,40.09,51.34,18.16,9.77,16.77,12.34
1619,2010-03-17,33.46,40.16,51.23,18.08,9.62,16.51,12.44
1620,2010-03-18,32.76,39.78,51.27,18.08,9.85,15.93,12.52
1621,2010-03-19,31.52,39.42,50.76,17.89,9.56,15.61,12.3
1622,2010-03-22,31.06,39.41,51.4,17.8,9.64,15.54,12.45
1623,2010-03-23,31.03,38.82,51.45,17.82,9.61,15.76,12.49
1624,2010-03-24,29.89,37.24,49.72,16.94,9.3,14.9,12.12
1625,2010-03-25,29.5,36.77,48.35,16.81,9.27,14.32,11.97
1626,2010-03-26,30.87,37.41,49.38,17.0,9.45,14.55,12.15
1627,2010-03-29,31.3,37.81,50.37,17.29,9.59,14.65,12.31
1628,2010-03-30,30.71,37.76,50.74,17.12,9.4,14.37,12.31
1629,2010-03-31,30.97,38.34,50.93,17.09,9.48,14.98,12.62
1630,2010-04-01,32.71,39.45,52.91,17.54,9.93,15.97,12.83
1631,2010-04-02,,,,,,,
1632,2010-04-05,33.16,39.65,53.81,17.77,10.14,15.94,12.99
1633,2010-04-06,33.39,39.42,53.27,17.75,10.19,15.7,13.08
1634,2010-04-07,34.76,40.7,54.09,18.3,10.22,16.09,13.23
1635,2010-04-08,34.44,40.95,53.9,18.38,10.05,17.14,13.1
1636,2010-04-09,34.43,41.29,54.21,18.55,10.19,17.44,13.27
1637,2010-04-12,34.23,40.76,53.55,18.44,9.96,17.07,13.04
1638,2010-04-13,32.9,40.43,53.78,18.25,9.7,16.73,12.87
1639,2010-04-14,32.9,40.67,53.55,18.48,9.76,17.07,13.11
1640,2010-04-15,32.44,40.0,53.03,18.16,9.69,16.92,13.04
1641,2010-04-16,31.6,39.11,52.15,17.69,9.38,16.3,12.57
1642,2010-04-19,31.51,39.14,52.22,17.76,9.4,16.18,12.6
1643,2010-04-20,30.97,39.13,51.53,17.79,9.3,16.31,12.55
1644,2010-04-21,30.93,39.5,51.91,17.97,9.35,16.61,12.77
1645,2010-04-22,31.18,40.17,52.44,18.05,9.3,16.38,12.9
1646,2010-04-23,31.72,40.46,53.1,18.16,9.55,16.98,13.14
1647,2010-04-26,30.66,40.46,53.19,18.13,9.55,16.72,13.0
1648,2010-04-27,31.71,40.67,53.26,18.37,9.47,17.09,13.05
1649,2010-04-28,32.75,42.17,54.77,18.98,9.7,17.27,13.28
1650,2010-04-29,33.1,42.87,55.8,18.86,9.64,17.82,13.26
1651,2010-04-30,32.89,43.55,56.08,18.97,9.77,17.92,13.44
1652,2010-05-03,32.38,42.82,54.93,18.7,9.64,17.83,13.22
1653,2010-05-04,32.18,42.91,54.28,18.58,9.6,16.87,13.22
1654,2010-05-05,32.04,42.88,53.52,17.69,9.43,16.91,13.11
1655,2010-05-06,32.82,43.68,54.64,17.74,9.56,16.68,13.14
1656,2010-05-07,33.23,42.82,53.39,17.36,9.36,16.36,12.58
1657,2010-05-10,34.23,43.91,55.49,17.37,9.41,17.04,12.96
1658,2010-05-11,36.43,45.88,58.2,18.71,10.24,18.23,13.75
1659,2010-05-12,36.96,45.66,58.71,19.23,10.43,18.65,13.88
1660,2010-05-13,36.64,44.81,57.13,18.83,10.27,18.3,13.75
1661,2010-05-14,37.37,45.62,57.68,18.95,10.38,18.12,13.85
1662,2010-05-17,37.41,44.43,57.04,18.32,10.27,17.35,13.59
1663,2010-05-18,37.61,44.48,56.06,18.19,10.1,17.1,13.26
1664,2010-05-19,35.52,42.7,54.51,17.34,9.67,15.95,12.99
1665,2010-05-20,33.87,41.0,52.07,16.59,9.24,14.48,12.65
1666,2010-05-21,34.21,41.02,52.34,16.63,9.04,14.76,12.59
1667,2010-05-24,34.32,41.12,52.34,16.64,9.19,14.65,12.62
1668,2010-05-25,34.87,42.35,53.54,16.96,9.66,14.92,13.17
1669,2010-05-26,34.72,41.81,53.16,16.9,9.68,14.93,13.46
1670,2010-05-27,35.9,42.44,54.93,17.3,9.71,15.48,13.8
1671,2010-05-28,36.0,42.08,53.82,17.21,9.68,15.1,13.75
1672,2010-05-31,,,,,,,
1673,2010-06-01,35.35,42.59,54.64,17.16,9.71,14.57,13.71
1674,2010-06-02,36.85,43.1,55.71,17.4,9.82,15.15,13.96
1675,2010-06-03,36.75,42.3,54.32,17.17,9.7,14.89,13.57
1676,2010-06-04,36.36,41.42,53.715,16.85,9.51,14.21,13.18
1677,2010-06-07,36.69,43.12,55.16,17.15,9.71,14.31,13.61
1678,2010-06-08,37.67,43.34,56.45,17.43,9.77,14.72,13.51
1679,2010-06-09,37.6,42.72,55.7,17.22,9.77,14.26,13.43
1680,2010-06-10,38.7,42.92,56.11,17.43,9.74,14.27,13.48
1681,2010-06-11,38.46,43.11,56.25,17.46,9.77,14.69,13.42
1682,2010-06-14,38.37,42.0,54.94,17.17,9.65,14.45,13.36
1683,2010-06-15,39.18,42.94,56.33,17.66,9.92,15.1,13.74
1684,2010-06-16,39.25,43.19,58.33,17.69,9.91,15.12,13.78
1685,2010-06-17,39.26,44.82,59.68,18.38,10.15,15.7,14.15
1686,2010-06-18,39.49,46.38,61.25,18.7,10.32,16.8,14.04
1687,2010-06-21,38.74,44.8,59.48,18.08,10.14,16.25,13.59
1688,2010-06-22,38.77,44.73,59.52,18.03,10.23,15.97,13.4
1689,2010-06-23,38.96,44.74,59.08,18.22,10.24,16.12,13.55
1690,2010-06-24,39.15,44.59,58.95,17.97,10.26,15.98,13.47
1691,2010-06-25,40.41,46.33,61.67,18.32,10.53,16.85,14.02
1692,2010-06-28,39.77,46.19,61.46,18.0,10.41,16.41,13.78
1693,2010-06-29,38.88,45.0,61.15,17.26,10.35,15.74,13.5
1694,2010-06-30,38.44,45.41,61.74,17.09,10.57,15.78,13.37
1695,2010-07-01,37.09,43.1,58.99,16.27,10.19,14.97,12.79
1696,2010-07-02,37.03,43.24,58.76,16.3,10.31,14.83,12.83
1697,2010-07-05,,,,,,,
1698,2010-07-06,36.91,42.98,58.62,15.96,10.36,14.36,12.71
1699,2010-07-07,38.05,43.88,59.99,16.2,10.64,14.93,13.15
1700,2010-07-08,38.25,42.58,60.34,15.83,10.5,15.05,12.94
1701,2010-07-09,39.18,43.57,61.93,16.16,10.58,15.66,13.12
1702,2010-07-12,39.3,43.57,61.58,16.13,10.44,15.17,13.12
1703,2010-07-13,39.64,43.13,61.68,16.23,10.52,15.29,13.2
1704,2010-07-14,39.47,42.99,61.72,16.2,10.67,15.15,13.29
1705,2010-07-15,39.35,43.07,60.7,16.08,10.71,15.04,13.44
1706,2010-07-16,38.32,41.75,58.9,15.71,10.31,14.39,12.95
1707,2010-07-19,37.58,41.15,58.02,15.46,10.03,14.29,12.5
1708,2010-07-20,38.85,41.81,58.99,15.79,9.94,14.74,12.72
1709,2010-07-21,38.96,41.73,58.17,15.61,9.78,14.44,12.6
1710,2010-07-22,39.76,42.23,59.01,16.33,9.98,14.99,13.08
1711,2010-07-23,39.59,42.37,59.05,16.43,10.02,15.47,13.11
1712,2010-07-26,39.21,41.75,58.1,16.18,10.01,15.42,13.07
1713,2010-07-27,37.5,40.03,55.78,15.87,9.75,14.83,12.93
1714,2010-07-28,37.71,40.03,55.4,16.02,9.72,14.97,13.09
1715,2010-07-29,37.94,40.54,55.72,16.17,9.74,15.09,13.05
1716,2010-07-30,38.61,41.1,55.9,16.39,10.0,15.23,13.53
1717,2010-08-02,36.9,40.95,55.6,16.34,9.99,15.3,13.44
1718,2010-08-03,36.35,41.37,55.47,15.45,10.46,15.44,13.87
1719,2010-08-04,36.14,42.61,56.25,15.72,10.69,16.1,14.14
1720,2010-08-05,36.27,42.73,56.71,15.8,10.66,16.08,13.98
1721,2010-08-06,36.44,43.39,57.04,15.76,10.89,16.32,13.93
1722,2010-08-09,36.25,43.35,57.24,15.77,10.77,16.23,14.08
1723,2010-08-10,36.73,43.49,57.4,15.67,10.85,15.76,14.25
1724,2010-08-11,35.96,42.4,56.04,15.24,11.02,15.06,14.21
1725,2010-08-12,37.71,43.2,57.75,15.45,11.01,15.07,14.23
1726,2010-08-13,37.92,42.92,56.72,15.16,10.89,14.54,13.96
1727,2010-08-16,38.32,43.63,57.71,15.16,10.79,14.92,14.18
1728,2010-08-17,38.29,44.29,58.38,15.17,10.46,15.32,14.23
1729,2010-08-18,38.38,45.26,59.49,15.48,10.39,15.66,14.25
1730,2010-08-19,37.9,44.88,58.44,15.57,10.25,16.32,14.29
1731,2010-08-20,37.93,44.78,58.02,15.48,10.06,16.41,14.13
1732,2010-08-23,37.61,44.11,57.58,15.18,9.95,15.7,14.07
1733,2010-08-24,37.89,43.78,57.12,15.3,9.97,15.68,13.8
1734,2010-08-25,39.15,45.13,58.74,15.63,10.31,16.32,14.0
1735,2010-08-26,39.65,46.13,59.44,16.03,10.34,16.42,14.27
1736,2010-08-27,40.47,46.5,59.95,16.47,10.33,17.22,14.39
1737,2010-08-30,40.55,46.34,59.92,16.25,10.25,17.19,14.19
1738,2010-08-31,41.34,46.76,61.32,16.92,10.18,17.12,14.08
1739,2010-09-01,41.46,45.33,60.32,16.76,10.1,17.23,14.19
1740,2010-09-02,41.7,45.22,61.53,17.0,10.52,17.3,14.5
1741,2010-09-03,41.13,45.3,60.87,17.43,10.62,17.68,14.65
1742,2010-09-06,,,,,,,
1743,2010-09-07,41.35,45.75,62.07,17.14,10.82,17.91,14.78
1744,2010-09-08,40.8,45.45,61.57,17.0,10.74,17.81,14.73
1745,2010-09-09,40.57,44.19,60.22,16.66,10.88,17.74,14.6
1746,2010-09-10,40.48,44.72,60.68,16.86,11.07,17.83,14.72
1747,2010-09-13,41.39,44.21,60.42,16.54,11.19,17.74,14.97
1748,2010-09-14,41.76,45.22,62.85,17.06,11.44,18.47,15.32
1749,2010-09-15,41.28,44.99,62.9,17.58,11.55,18.58,15.29
1750,2010-09-16,41.52,45.9,63.18,18.55,11.74,19.06,15.24
1751,2010-09-17,41.22,45.99,63.01,18.2,11.06,18.67,14.83
1752,2010-09-20,41.65,46.45,63.27,18.82,11.14,19.14,15.05
1753,2010-09-21,41.63,46.82,64.13,18.87,11.24,19.28,15.16
1754,2010-09-22,42.0,47.22,64.94,18.88,11.31,19.47,15.34
1755,2010-09-23,41.76,46.71,63.85,19.01,11.2,19.15,14.9
1756,2010-09-24,41.85,46.37,63.4,19.0,11.42,19.61,15.06
1757,2010-09-27,41.2,45.76,62.65,18.71,11.31,19.42,14.86
1758,2010-09-28,43.8,46.76,64.23,19.0,11.55,19.93,15.12
1759,2010-09-29,44.27,46.96,63.9,18.93,11.41,19.94,15.17
1760,2010-09-30,45.18,46.29,62.81,18.79,11.29,19.92,15.27
1761,2010-10-01,46.53,47.01,63.68,18.9,11.32,20.09,15.27
1762,2010-10-04,45.06,45.98,62.74,18.86,11.24,19.25,15.22
1763,2010-10-05,47.47,47.32,63.67,19.42,11.84,20.08,15.8
1764,2010-10-06,48.31,48.59,64.72,19.55,11.87,20.17,15.93
1765,2010-10-07,47.68,47.68,63.03,18.94,11.41,19.5,15.51
1766,2010-10-08,48.32,48.57,62.89,19.0,11.48,19.85,15.67
1767,2010-10-11,48.99,48.71,62.54,19.14,11.49,19.85,15.74
1768,2010-10-12,49.16,48.44,62.0,18.94,11.41,19.75,15.72
1769,2010-10-13,50.88,49.25,63.18,19.66,11.42,20.61,16.16
1770,2010-10-14,51.05,48.74,62.54,19.31,11.39,20.81,15.89
1771,2010-10-15,51.14,47.99,61.88,19.02,11.25,19.97,15.77
1772,2010-10-18,51.63,47.82,62.49,18.76,11.2,20.4,15.69
1773,2010-10-19,49.17,45.46,59.93,17.74,10.75,19.34,15.07
1774,2010-10-20,50.43,45.9,60.48,18.14,11.01,20.02,15.41
1775,2010-10-21,49.43,45.45,59.22,17.52,10.95,19.52,15.14
1776,2010-10-22,50.35,45.97,59.37,17.6,11.25,19.7,15.33
1777,2010-10-25,52.02,46.53,59.37,17.72,11.26,20.08,15.39
1778,2010-10-26,52.08,46.62,59.46,17.65,11.27,20.33,15.33
1779,2010-10-27,51.45,45.6,58.4,17.14,11.25,19.94,15.03
1780,2010-10-28,51.73,47.02,59.81,17.66,11.28,20.08,15.43
1781,2010-10-29,52.89,48.09,60.86,17.95,11.5275,20.61,15.77
1782,2010-11-01,53.68,48.05,61.23,17.89,11.33,20.52,15.66
1783,2010-11-02,53.0,48.74,59.89,17.95,11.57,20.99,15.81
1784,2010-11-03,52.01,48.38,59.11,17.81,11.41,21.01,15.63
1785,2010-11-04,53.46,49.31,61.52,18.84,12.36,22.22,16.77
1786,2010-11-05,54.2,49.21,61.62,18.84,12.35,23.48,16.86
1787,2010-11-08,55.37,51.21,62.63,19.14,12.51,24.71,17.23
1788,2010-11-09,53.4,50.89,60.51,18.47,12.02,23.24,16.91
1789,2010-11-10,55.24,51.81,62.31,18.69,12.41,24.24,17.82
1790,2010-11-11,55.92,51.88,63.02,18.66,12.41,24.61,17.98
1791,2010-11-12,53.94,50.73,61.55,18.34,12.18,22.96,17.31
1792,2010-11-15,52.9,50.15,60.66,17.99,12.01,22.82,17.16
1793,2010-11-16,52.06,48.85,59.39,17.42,11.69,21.58,16.61
1794,2010-11-17,52.54,49.17,59.59,17.44,11.75,22.2,16.67
1795,2010-11-18,53.32,49.55,60.35,17.8,11.76,23.23,16.71
1796,2010-11-19,53.55,49.77,60.34,17.88,11.87,23.52,16.69
1797,2010-11-22,55.84,50.25,60.94,18.1,11.95,24.37,16.94
1798,2010-11-23,54.65,50.82,60.59,18.0,11.64,23.87,16.7
1799,2010-11-24,54.62,50.98,59.94,18.11,11.73,23.88,16.85
1800,2010-11-25,,,,,,,
1801,2010-11-26,53.74,50.43,58.54,17.84,11.37,23.35,16.46
1802,2010-11-29,53.86,50.33,58.09,17.36,11.32,23.8,16.62
1803,2010-11-30,50.64,51.65,58.83,17.43,11.33,24.35,16.69
1804,2010-12-01,50.66,52.44,59.65,17.81,11.41,24.77,16.78
1805,2010-12-02,51.3,53.29,60.51,18.19,11.52,25.08,17.37
1806,2010-12-03,53.17,54.0,62.36,18.75,12.41,25.9,18.12
1807,2010-12-06,53.32,54.83,63.45,19.2,12.69,26.92,18.13
1808,2010-12-07,52.0,54.16,62.52,18.6,12.09,26.09,17.79
1809,2010-12-08,51.63,52.95,60.83,18.24,12.16,25.48,17.53
1810,2010-12-09,50.45,53.38,60.26,18.44,12.37,26.03,17.8
1811,2010-12-10,49.98,53.3,61.42,18.44,12.36,26.46,17.79
1812,2010-12-13,49.88,53.88,61.87,18.33,12.64,27.13,18.06
1813,2010-12-14,49.53,53.15,61.74,18.49,12.75,27.21,18.49
1814,2010-12-15,48.42,52.53,60.57,18.46,12.52,26.26,17.94
1815,2010-12-16,47.7,51.63,59.9,18.28,12.34,26.17,17.65
1816,2010-12-17,47.36,51.63,59.4,18.83,12.34,26.07,17.75
1817,2010-12-20,48.27,51.89,60.19,18.42,12.45,26.5,17.85
1818,2010-12-21,48.54,51.68,60.04,18.35,12.13,27.06,17.56
1819,2010-12-22,47.96,51.22,59.31,18.33,12.09,26.15,17.38
1820,2010-12-23,48.24,51.63,60.08,18.53,12.33,26.51,17.8
1821,2010-12-24,,,,,,,
1822,2010-12-27,47.52,51.6,60.09,18.42,12.24,26.36,17.61
1823,2010-12-28,48.1,52.96,61.55,18.92,12.49,27.33,17.97
1824,2010-12-29,48.91,53.08,61.19,18.95,12.51,27.93,17.91
1825,2010-12-30,48.37,52.6,61.08,18.81,12.38,27.19,17.93
1826,2010-12-31,48.96,53.18,61.43,18.96,12.54,27.32,18.13
1827,2011-01-03,48.12,52.59,61.09,18.72,12.48,27.45,18.14
1828,2011-01-04,46.22,51.67,59.08,18.19,12.12,25.74,17.49
1829,2011-01-05,46.33,49.9,58.16,17.8,11.97,25.85,17.36
1830,2011-01-06,45.06,49.26,56.94,17.48,11.65,24.53,16.82
1831,2011-01-07,45.32,49.1,56.89,17.52,11.5,24.25,17.03
1832,2011-01-10,44.29,49.05,57.75,17.36,11.49,24.54,17.17
1833,2011-01-11,44.49,49.97,58.21,17.69,11.4,27.77,17.29
1834,2011-01-12,43.83,50.0,57.79,17.85,11.51,26.62,17.27
1835,2011-01-13,43.06,47.44,56.81,17.28,11.34,24.91,16.88
1836,2011-01-14,42.22,47.08,55.72,16.8,11.11,24.87,16.67
1837,2011-01-17,,,,,,,
1838,2011-01-18,44.11,48.16,56.56,16.83,11.43,24.87,16.89
1839,2011-01-19,43.29,47.7,55.46,16.96,11.28,23.92,16.56
1840,2011-01-20,41.6,46.98,55.71,17.02,11.09,23.17,16.47
1841,2011-01-21,40.83,46.95,55.84,16.91,10.97,22.55,16.38
1842,2011-01-24,41.41,46.37,55.17,16.61,10.87,22.63,16.21
1843,2011-01-25,40.51,46.13,55.88,16.32,10.56,22.46,15.91
