,timestamp,gold_price
3087,2015-11-02,1134.0
3088,2015-11-03,1123.1
3089,2015-11-04,1114.7
3090,2015-11-05,1106.3
3091,2015-11-06,1088.9
3092,2015-11-09,1089.6
3093,2015-11-10,1087.1
3094,2015-11-11,1085.9
3095,2015-11-12,1087.4
3096,2015-11-13,1081.5
3097,2015-11-16,1084.75
3098,2015-11-17,1079.2
3099,2015-11-18,1067.75
3100,2015-11-19,1082.6
3101,2015-11-20,1081.75
3102,2015-11-23,1070.5
3103,2015-11-24,1076.4
3104,2015-11-25,1068.0
3105,2015-11-26,1071.0
3106,2015-11-27,1057.4
3107,2015-11-30,1061.9
3108,2015-12-01,1065.4
3109,2015-12-02,1055.4
3110,2015-12-03,1055.45
3111,2015-12-04,1079.25
3112,2015-12-07,1075.8
3113,2015-12-08,1072.1
3114,2015-12-09,1081.0
3115,2015-12-10,1071.0
3116,2015-12-11,1072.5
3117,2015-12-14,1068.25
3118,2015-12-15,1061.5
3119,2015-12-16,1075.25
3120,2015-12-17,1049.4
3121,2015-12-18,1062.5
3122,2015-12-21,1078.75
3123,2015-12-22,1074.9
3124,2015-12-23,1068.25
3125,2015-12-24,1068.25
3126,2015-12-25,1068.25
3127,2015-12-28,1068.25
3128,2015-12-29,1070.1
3129,2015-12-30,1060.0
3130,2015-12-31,1060.0
3131,2016-01-01,1060.0
3132,2016-01-04,1082.25
3133,2016-01-05,1077.0
3134,2016-01-06,1091.4
3135,2016-01-07,1106.35
3136,2016-01-08,1101.85
3137,2016-01-11,1100.75
3138,2016-01-12,1085.4
3139,2016-01-13,1088.15
3140,2016-01-14,1088.4
3141,2016-01-15,1093.75
3142,2016-01-18,1089.2
3143,2016-01-19,1086.25
3144,2016-01-20,1101.75
3145,2016-01-21,1096.5
3146,2016-01-22,1096.25
3147,2016-01-25,1106.6
3148,2016-01-26,1113.6
3149,2016-01-27,1116.25
3150,2016-01-28,1114.0
3151,2016-01-29,1111.8
3152,2016-02-01,1126.5
3153,2016-02-02,1128.5
3154,2016-02-03,1132.0
3155,2016-02-04,1156.35
3156,2016-02-05,1150.35
3157,2016-02-08,1193.25
3158,2016-02-09,1191.0
3159,2016-02-10,1190.0
3160,2016-02-11,1241.0
3161,2016-02-12,1239.75
3162,2016-02-15,1208.2
3163,2016-02-16,1209.5
3164,2016-02-17,1210.0
3165,2016-02-18,1210.1
3166,2016-02-19,1231.15
3167,2016-02-22,1211.0
3168,2016-02-23,1221.35
3169,2016-02-24,1250.75
3170,2016-02-25,1236.0
3171,2016-02-26,1226.5
3172,2016-02-29,1234.9
3173,2016-03-01,1236.5
3174,2016-03-02,1239.2
3175,2016-03-03,1250.25
3176,2016-03-04,1277.5
3177,2016-03-07,1267.9
3178,2016-03-08,1267.0
3179,2016-03-09,1246.4
3180,2016-03-10,1266.5
3181,2016-03-11,1264.75
3182,2016-03-14,1242.75
3183,2016-03-15,1232.0
3184,2016-03-16,1228.5
3185,2016-03-17,1266.5
3186,2016-03-18,1252.1
3187,2016-03-21,1244.9
3188,2016-03-22,1252.5
3189,2016-03-23,1217.6
3190,2016-03-24,1221.0
3191,2016-03-25,1221.0
3192,2016-03-28,1221.0
3193,2016-03-29,1226.0
3194,2016-03-30,1236.25
3195,2016-03-31,1237.0
3196,2016-04-01,1213.6
3197,2016-04-04,1219.75
3198,2016-04-05,1231.25
3199,2016-04-06,1221.4
3200,2016-04-07,1242.1
3201,2016-04-08,1239.5
3202,2016-04-11,1254.75
3203,2016-04-12,1254.6
3204,2016-04-13,1245.75
3205,2016-04-14,1233.85
3206,2016-04-15,1227.1
3207,2016-04-18,1234.3
3208,2016-04-19,1255.4
3209,2016-04-20,1252.0
3210,2016-04-21,1249.25
3211,2016-04-22,1243.25
3212,2016-04-25,1238.9
3213,2016-04-26,1241.7
3214,2016-04-27,1247.4
3215,2016-04-28,1256.0
3216,2016-04-29,1285.65
3217,2016-05-02,1285.65
3218,2016-05-03,1294.0
3219,2016-05-04,1283.0
3220,2016-05-05,1280.25
3221,2016-05-06,1289.0
3222,2016-05-09,1265.25
3223,2016-05-10,1262.8
3224,2016-05-11,1276.85
3225,2016-05-12,1279.25
3226,2016-05-13,1265.9
3227,2016-05-16,1285.75
3228,2016-05-17,1277.0
3229,2016-05-18,1272.9
3230,2016-05-19,1246.25
3231,2016-05-20,1254.2
3232,2016-05-23,1245.9
3233,2016-05-24,1236.85
3234,2016-05-25,1220.6
3235,2016-05-26,1223.85
3236,2016-05-27,1216.25
3237,2016-05-30,1216.25
3238,2016-05-31,1212.1
3239,2016-06-01,1214.5
3240,2016-06-02,1212.4
3241,2016-06-03,1240.5
3242,2016-06-06,1244.0
3243,2016-06-07,1241.0
3244,2016-06-08,1263.0
3245,2016-06-09,1263.9
3246,2016-06-10,1275.5
3247,2016-06-13,1280.8
3248,2016-06-14,1287.15
3249,2016-06-15,1283.3
3250,2016-06-16,1310.75
3251,2016-06-17,1290.7
3252,2016-06-20,1281.8
3253,2016-06-21,1272.6
3254,2016-06-22,1264.85
3255,2016-06-23,1262.15
3256,2016-06-24,1315.5
3257,2016-06-27,1324.55
3258,2016-06-28,1309.7
3259,2016-06-29,1321.5
3260,2016-06-30,1320.75
3261,2016-07-01,1340.0
3262,2016-07-04,1350.75
3263,2016-07-05,1350.75
3264,2016-07-06,1366.25
3265,2016-07-07,1356.7
3266,2016-07-08,1354.25
3267,2016-07-11,1357.1
3268,2016-07-12,1342.4
3269,2016-07-13,1342.75
3270,2016-07-14,1323.6
3271,2016-07-15,1327.0
3272,2016-07-18,1334.7
3273,2016-07-19,1330.9
3274,2016-07-20,1315.9
3275,2016-07-21,1321.15
3276,2016-07-22,1320.75
3277,2016-07-25,1313.15
3278,2016-07-26,1323.0
3279,2016-07-27,1329.0
3280,2016-07-28,1341.75
3281,2016-07-29,1342.0
3282,2016-08-01,1349.65
3283,2016-08-02,1363.75
3284,2016-08-03,1358.9
3285,2016-08-04,1362.75
3286,2016-08-05,1340.4
3287,2016-08-08,1336.8
3288,2016-08-09,1341.0
3289,2016-08-10,1347.7
3290,2016-08-11,1355.0
3291,2016-08-12,1352.2
3292,2016-08-15,1339.4
3293,2016-08-16,1344.0
3294,2016-08-17,1343.35
3295,2016-08-18,1350.05
3296,2016-08-19,1346.4
3297,2016-08-22,1335.9
3298,2016-08-23,1342.0
3299,2016-08-24,1327.25
3300,2016-08-25,1321.3
3301,2016-08-26,1318.75
3302,2016-08-29,1318.75
3303,2016-08-30,1318.15
3304,2016-08-31,1309.25
3305,2016-09-01,1309.5
3306,2016-09-02,1324.7
3307,2016-09-05,1326.35
3308,2016-09-06,1337.25
3309,2016-09-07,1348.35
3310,2016-09-08,1343.4
3311,2016-09-09,1330.85
3312,2016-09-12,1324.6
3313,2016-09-13,1323.65
3314,2016-09-14,1321.75
3315,2016-09-15,1310.8
3316,2016-09-16,1308.35
3317,2016-09-19,1314.85
3318,2016-09-20,1313.8
3319,2016-09-21,1326.1
3320,2016-09-22,1339.1
3321,2016-09-23,1338.65
3322,2016-09-26,1340.5
3323,2016-09-27,1327.0
3324,2016-09-28,1322.5
3325,2016-09-29,1318.1
3326,2016-09-30,1322.5
3327,2016-10-03,1313.3
3328,2016-10-04,1283.3
3329,2016-10-05,1269.4
3330,2016-10-06,1254.5
3331,2016-10-07,1258.75
3332,2016-10-10,1259.5
3333,2016-10-11,1253.45
3334,2016-10-12,1256.5
3335,2016-10-13,1261.05
3336,2016-10-14,1251.75
3337,2016-10-17,1254.8
3338,2016-10-18,1258.2
3339,2016-10-19,1269.05
3340,2016-10-20,1271.65
3341,2016-10-21,1266.05
3342,2016-10-24,1265.55
3343,2016-10-25,1269.4
3344,2016-10-26,1270.5
3345,2016-10-27,1266.25
3346,2016-10-28,1273.0
3347,2016-10-31,1272.0
3348,2016-11-01,1288.45
3349,2016-11-02,1303.75
3350,2016-11-03,1301.0
3351,2016-11-04,1302.8
3352,2016-11-07,1283.05
3353,2016-11-08,1282.35
3354,2016-11-09,1281.4
3355,2016-11-10,1267.5
3356,2016-11-11,1236.45
3357,2016-11-14,1213.6
3358,2016-11-15,1226.95
3359,2016-11-16,1229.2
3360,2016-11-17,1226.75
3361,2016-11-18,1211.0
3362,2016-11-21,1214.25
3363,2016-11-22,1212.25
3364,2016-11-23,1185.35
3365,2016-11-24,1186.1
3366,2016-11-25,1187.7
3367,2016-11-28,1187.0
3368,2016-11-29,1186.55
3369,2016-11-30,1178.1
3370,2016-12-01,1161.85
3371,2016-12-02,1173.5
3372,2016-12-05,1162.2
3373,2016-12-06,1172.5
3374,2016-12-07,1177.65
3375,2016-12-08,1171.05
3376,2016-12-09,1163.6
3377,2016-12-12,1156.1
3378,2016-12-13,1158.55
3379,2016-12-14,1162.25
3380,2016-12-15,1126.95
3381,2016-12-16,1131.6
3382,2016-12-19,1136.25
3383,2016-12-20,1125.7
3384,2016-12-21,1133.65
3385,2016-12-22,1131.35
3386,2016-12-23,1131.35
3387,2016-12-26,1131.35
3388,2016-12-27,1131.35
3389,2016-12-28,1134.6
3390,2016-12-29,1145.9
3391,2016-12-30,1145.9
3392,2017-01-02,1145.9
3393,2017-01-03,1151.0
3394,2017-01-04,1164.25
3395,2017-01-05,1176.7
3396,2017-01-06,1175.85
3397,2017-01-09,1178.5
3398,2017-01-10,1189.5
3399,2017-01-11,1178.55
3400,2017-01-12,1205.05
3401,2017-01-13,1190.35
3402,2017-01-16,1203.0
3403,2017-01-17,1216.05
3404,2017-01-18,1214.75
3405,2017-01-19,1196.05
3406,2017-01-20,1200.55
3407,2017-01-23,1212.85
3408,2017-01-24,1216.8
3409,2017-01-25,1195.0
3410,2017-01-26,1189.7
3411,2017-01-27,1184.85
3412,2017-01-30,1192.8
3413,2017-01-31,1212.8
3414,2017-02-01,1203.65
3415,2017-02-02,1221.95
3416,2017-02-03,1215.2
3417,2017-02-06,1226.75
3418,2017-02-07,1231.0
3419,2017-02-08,1242.1
3420,2017-02-09,1236.8
3421,2017-02-10,1228.3
3422,2017-02-13,1222.25
3423,2017-02-14,1230.75
3424,2017-02-15,1224.4
3425,2017-02-16,1240.55
3426,2017-02-17,1241.95
3427,2017-02-20,1237.3
3428,2017-02-21,1233.2
3429,2017-02-22,1236.65
3430,2017-02-23,1247.9
3431,2017-02-24,1253.65
3432,2017-02-27,1257.2
3433,2017-02-28,1255.6
3434,2017-03-01,1240.4
3435,2017-03-02,1238.1
3436,2017-03-03,1226.5
3437,2017-03-06,1230.95
3438,2017-03-07,1216.65
3439,2017-03-08,1209.2
3440,2017-03-09,1206.55
3441,2017-03-10,1202.65
3442,2017-03-13,1204.2
3443,2017-03-14,1204.6
3444,2017-03-15,1198.8
3445,2017-03-16,1229.35
3446,2017-03-17,1229.6
3447,2017-03-20,1232.4
3448,2017-03-21,1241.6
3449,2017-03-22,1249.05
3450,2017-03-23,1247.5
3451,2017-03-24,1247.5
3452,2017-03-27,1257.55
3453,2017-03-28,1257.25
3454,2017-03-29,1251.1
3455,2017-03-30,1248.8
3456,2017-03-31,1244.85
3457,2017-04-03,1247.25
3458,2017-04-04,1257.65
3459,2017-04-05,1245.8
3460,2017-04-06,1252.5
3461,2017-04-07,1266.45
3462,2017-04-10,1250.05
3463,2017-04-11,1252.9
3464,2017-04-12,1274.3
3465,2017-04-13,1284.15
3466,2017-04-14,1284.15
3467,2017-04-17,1284.15
3468,2017-04-18,1278.95
3469,2017-04-19,1279.05
3470,2017-04-20,1282.1
3471,2017-04-21,1281.85
3472,2017-04-24,1269.4
3473,2017-04-25,1267.8
3474,2017-04-26,1261.85
3475,2017-04-27,1262.8
3476,2017-04-28,1266.45
3477,2017-05-01,1266.45
3478,2017-05-02,1255.45
3479,2017-05-03,1250.3
3480,2017-05-04,1228.45
3481,2017-05-05,1228.05
3482,2017-05-08,1229.8
3483,2017-05-09,1220.4
3484,2017-05-10,1222.95
3485,2017-05-11,1223.15
3486,2017-05-12,1231.25
3487,2017-05-15,1233.3
3488,2017-05-16,1234.2
3489,2017-05-17,1257.4
3490,2017-05-18,1255.9
3491,2017-05-19,1252.0
3492,2017-05-22,1258.85
3493,2017-05-23,1260.2
3494,2017-05-24,1252.55
3495,2017-05-25,1256.95
3496,2017-05-26,1265.05
3497,2017-05-29,1265.05
3498,2017-05-30,1262.7
3499,2017-05-31,1266.2
3500,2017-06-01,1264.85
3501,2017-06-02,1274.95
3502,2017-06-05,1279.95
3503,2017-06-06,1293.5
3504,2017-06-07,1291.0
3505,2017-06-08,1273.1
3506,2017-06-09,1266.55
3507,2017-06-12,1266.4
3508,2017-06-13,1262.0
3509,2017-06-14,1275.5
3510,2017-06-15,1254.55
3511,2017-06-16,1255.4
3512,2017-06-19,1248.15
3513,2017-06-20,1242.2
3514,2017-06-21,1242.5
3515,2017-06-22,1250.8
3516,2017-06-23,1255.7
3517,2017-06-26,1245.25
3518,2017-06-27,1249.55
3519,2017-06-28,1248.0
3520,2017-06-29,1243.5
3521,2017-06-30,1242.25
3522,2017-07-03,1229.25
3523,2017-07-04,1223.75
3524,2017-07-05,1220.3
3525,2017-07-06,1224.9
3526,2017-07-07,1215.65
3527,2017-07-10,1211.9
3528,2017-07-11,1211.05
3529,2017-07-12,1218.8
3530,2017-07-13,1218.9
3531,2017-07-14,1230.3
3532,2017-07-17,1234.1
3533,2017-07-18,1240.75
3534,2017-07-19,1242.15
3535,2017-07-20,1238.7
3536,2017-07-21,1248.55
3537,2017-07-24,1255.55
3538,2017-07-25,1254.4
3539,2017-07-26,1248.1
3540,2017-07-27,1261.1
3541,2017-07-28,1264.9
3542,2017-07-31,1267.55
3543,2017-08-01,1270.95
3544,2017-08-02,1269.6
3545,2017-08-03,1268.1
3546,2017-08-04,1257.7
3547,2017-08-07,1258.0
3548,2017-08-08,1261.8
3549,2017-08-09,1271.05
3550,2017-08-10,1284.4
3551,2017-08-11,1286.1
3552,2017-08-14,1282.3
3553,2017-08-15,1270.3
3554,2017-08-16,1272.75
3555,2017-08-17,1285.15
3556,2017-08-18,1295.8
3557,2017-08-21,1292.9
3558,2017-08-22,1284.2
3559,2017-08-23,1286.65
3560,2017-08-24,1289.0
3561,2017-08-25,1285.3
3562,2017-08-28,1285.3
3563,2017-08-29,1318.65
3564,2017-08-30,1308.5
3565,2017-08-31,1311.75
3566,2017-09-01,1320.4
3567,2017-09-04,1333.1
3568,2017-09-05,1335.55
3569,2017-09-06,1337.85
3570,2017-09-07,1343.5
3571,2017-09-08,1346.25
3572,2017-09-11,1334.2
3573,2017-09-12,1326.5
3574,2017-09-13,1327.55
3575,2017-09-14,1324.55
3576,2017-09-15,1322.85
3577,2017-09-18,1312.1
3578,2017-09-19,1309.6
3579,2017-09-20,1311.3
3580,2017-09-21,1292.1
3581,2017-09-22,1294.8
3582,2017-09-25,1293.3
3583,2017-09-26,1300.05
3584,2017-09-27,1282.55
3585,2017-09-28,1283.35
3586,2017-09-29,1283.1
3587,2017-10-02,1273.7
3588,2017-10-03,1271.25
3589,2017-10-04,1274.25
3590,2017-10-05,1274.5
3591,2017-10-06,1261.8
3592,2017-10-09,1278.75
3593,2017-10-10,1291.4
3594,2017-10-11,1289.25
3595,2017-10-12,1290.25
3596,2017-10-13,1299.6
3597,2017-10-16,1303.3
3598,2017-10-17,1284.75
3599,2017-10-18,1280.2
3600,2017-10-19,1286.4
3601,2017-10-20,1281.2
3602,2017-10-23,1274.9
3603,2017-10-24,1276.45
3604,2017-10-25,1275.0
3605,2017-10-26,1273.75
3606,2017-10-27,1266.45
3607,2017-10-30,1272.0
3608,2017-10-31,1270.15
3609,2017-11-01,1277.05
3610,2017-11-02,1279.2
3611,2017-11-03,1267.2
3612,2017-11-06,1270.9
3613,2017-11-07,1275.6
3614,2017-11-08,1284.0
3615,2017-11-09,1284.8
3616,2017-11-10,1284.3
3617,2017-11-13,1277.95
3618,2017-11-14,1274.6
3619,2017-11-15,1282.2
3620,2017-11-16,1280.0
3621,2017-11-17,1284.35
3622,2017-11-20,1286.2
3623,2017-11-21,1283.3
3624,2017-11-22,1286.95
3625,2017-11-23,1290.35
3626,2017-11-24,1290.5
3627,2017-11-27,1294.9
3628,2017-11-28,1291.85
3629,2017-11-29,1283.85
3630,2017-11-30,1280.2
3631,2017-12-01,1275.5
3632,2017-12-04,1273.45
3633,2017-12-05,1266.3
3634,2017-12-06,1263.7
3635,2017-12-07,1255.0
3636,2017-12-08,1250.65
3637,2017-12-11,1247.15
3638,2017-12-12,1240.9
3639,2017-12-13,1242.65
3640,2017-12-14,1251.0
3641,2017-12-15,1254.6
3642,2017-12-18,1260.6
3643,2017-12-19,1260.35
3644,2017-12-20,1264.55
3645,2017-12-21,1264.55
3646,2017-12-22,1264.55
3647,2017-12-25,1264.55
3648,2017-12-26,1264.55
3649,2017-12-27,1279.4
3650,2017-12-28,1291.0
3651,2017-12-29,1291.0
3652,2018-01-01,1291.0
3653,2018-01-02,1312.05
3654,2018-01-03,1314.9
3655,2018-01-04,1314.5
3656,2018-01-05,1317.15
3657,2018-01-08,1319.95
3658,2018-01-09,1311.0
3659,2018-01-10,1319.75
3660,2018-01-11,1323.05
3661,2018-01-12,1326.8
3662,2018-01-15,1339.25
3663,2018-01-16,1333.85
3664,2018-01-17,1335.65
3665,2018-01-18,1332.2
3666,2018-01-19,1334.95
3667,2018-01-22,1332.6
3668,2018-01-23,1333.4
3669,2018-01-24,1353.7
3670,2018-01-25,1354.95
3671,2018-01-26,1353.15
3672,2018-01-29,1343.85
3673,2018-01-30,1344.9
3674,2018-01-31,1345.05
3675,2018-02-01,1341.35
3676,2018-02-02,1331.15
3677,2018-02-05,1333.6
3678,2018-02-06,1331.4
3679,2018-02-07,1324.65
3680,2018-02-08,1315.45
3681,2018-02-09,1314.1
3682,2018-02-12,1322.3
3683,2018-02-13,1325.35
3684,2018-02-14,1336.25
3685,2018-02-15,1352.45
3686,2018-02-16,1352.1
3687,2018-02-19,1346.6
3688,2018-02-20,1339.85
3689,2018-02-21,1330.5
3690,2018-02-22,1328.35
3691,2018-02-23,1327.95
3692,2018-02-26,1333.5
3693,2018-02-27,1325.75
3694,2018-02-28,1317.85
3695,2018-03-01,1307.75
3696,2018-03-02,1322.3
3697,2018-03-05,1320.4
3698,2018-03-06,1331.4
3699,2018-03-07,1329.4
3700,2018-03-08,1321.0
3701,2018-03-09,1320.6
3702,2018-03-12,1319.15
3703,2018-03-13,1322.75
3704,2018-03-14,1323.55
3705,2018-03-15,1318.75
3706,2018-03-16,1310.1
3707,2018-03-19,1312.4
3708,2018-03-20,1311.0
3709,2018-03-21,1321.35
3710,2018-03-22,1329.15
3711,2018-03-23,1346.6
3712,2018-03-26,1352.4
3713,2018-03-27,1341.45
3714,2018-03-28,1332.45
3715,2018-03-29,1323.85
3716,2018-03-30,1323.85
3717,2018-04-02,1323.85
3718,2018-04-03,1333.45
3719,2018-04-04,1337.3
3720,2018-04-05,1327.7
3721,2018-04-06,1331.2
3722,2018-04-09,1331.95
3723,2018-04-10,1338.95
3724,2018-04-11,1350.75
3725,2018-04-12,1341.35
3726,2018-04-13,1343.7
3727,2018-04-16,1349.35
3728,2018-04-17,1342.1
3729,2018-04-18,1351.45
3730,2018-04-19,1348.6
3731,2018-04-20,1336.75
3732,2018-04-23,1324.3
3733,2018-04-24,1328.85
3734,2018-04-25,1321.65
3735,2018-04-26,1320.7
3736,2018-04-27,1321.5
3737,2018-04-30,1313.2
3738,2018-05-01,1307.1
3739,2018-05-02,1304.2
3740,2018-05-03,1315.05
3741,2018-05-04,1309.4
3742,2018-05-07,1309.4
3743,2018-05-08,1306.6
3744,2018-05-09,1313.85
3745,2018-05-10,1318.8
3746,2018-05-11,1324.35
3747,2018-05-14,1319.85
3748,2018-05-15,1295.0
3749,2018-05-16,1291.25
3750,2018-05-17,1289.5
3751,2018-05-18,1288.3
3752,2018-05-21,1288.35
3753,2018-05-22,1293.05
3754,2018-05-23,1289.0
3755,2018-05-24,1304.85
3756,2018-05-25,1303.5
3757,2018-05-28,1303.5
3758,2018-05-29,1295.5
3759,2018-05-30,1300.7
3760,2018-05-31,1305.35
3761,2018-06-01,1294.6
3762,2018-06-04,1295.45
3763,2018-06-05,1292.05
3764,2018-06-06,1300.1
3765,2018-06-07,1297.25
3766,2018-06-08,1298.25
3767,2018-06-11,1299.6
3768,2018-06-12,1298.65
3769,2018-06-13,1296.15
3770,2018-06-14,1302.75
3771,2018-06-15,1285.25
3772,2018-06-18,1281.55
3773,2018-06-19,1276.15
3774,2018-06-20,1274.2
3775,2018-06-21,1266.15
3776,2018-06-22,1269.15
3777,2018-06-25,1268.7
3778,2018-06-26,1260.3
3779,2018-06-27,1254.6
3780,2018-06-28,1251.55
3781,2018-06-29,1250.45
3782,2018-07-02,1247.8
3783,2018-07-03,1251.75
3784,2018-07-04,1255.65
3785,2018-07-05,1255.5
3786,2018-07-06,1255.35
3787,2018-07-09,1262.05
3788,2018-07-10,1254.0
3789,2018-07-11,1251.4
3790,2018-07-12,1245.9
3791,2018-07-13,1241.7
3792,2018-07-16,1241.1
3793,2018-07-17,1232.8
3794,2018-07-18,1224.5
3795,2018-07-19,1217.55
3796,2018-07-20,1228.75
3797,2018-07-23,1224.95
3798,2018-07-24,1228.35
3799,2018-07-25,1231.5
3800,2018-07-26,1228.25
3801,2018-07-27,1223.95
3802,2018-07-30,1223.8
3803,2018-07-31,1220.95
3804,2018-08-01,1219.0
3805,2018-08-02,1215.45
3806,2018-08-03,1216.3
3807,2018-08-06,1209.65
3808,2018-08-07,1212.35
3809,2018-08-08,1209.55
3810,2018-08-09,1214.35
3811,2018-08-10,1214.4
3812,2018-08-13,1200.35
3813,2018-08-14,1197.0
3814,2018-08-15,1182.0
3815,2018-08-16,1180.4
3816,2018-08-17,1178.4
3817,2018-08-20,1184.35
3818,2018-08-21,1190.95
3819,2018-08-22,1196.65
3820,2018-08-23,1192.35
3821,2018-08-24,1197.7
3822,2018-08-27,1197.7
3823,2018-08-28,1212.25
3824,2018-08-29,1204.2
3825,2018-08-30,1197.3
3826,2018-08-31,1202.45
3827,2018-09-03,1200.05
3828,2018-09-04,1190.85
3829,2018-09-05,1196.7
3830,2018-09-06,1205.15
3831,2018-09-07,1198.9
3832,2018-09-10,1196.6
3833,2018-09-11,1189.85
3834,2018-09-12,1195.6
3835,2018-09-13,1209.8
3836,2018-09-14,1201.95
3837,2018-09-17,1201.9
3838,2018-09-18,1200.2
3839,2018-09-19,1203.3
3840,2018-09-20,1208.35
3841,2018-09-21,1198.7
3842,2018-09-24,1202.75
3843,2018-09-25,1201.9
3844,2018-09-26,1194.25
3845,2018-09-27,1185.4
3846,2018-09-28,1187.25
3847,2018-10-01,1189.35
3848,2018-10-02,1204.7
3849,2018-10-03,1201.2
3850,2018-10-04,1203.45
3851,2018-10-05,1203.8
3852,2018-10-08,1186.95
3853,2018-10-09,1185.55
3854,2018-10-10,1188.6
3855,2018-10-11,1205.55
3856,2018-10-12,1219.75
3857,2018-10-15,1229.95
3858,2018-10-16,1230.7
3859,2018-10-17,1229.05
3860,2018-10-18,1223.0
3861,2018-10-19,1227.85
3862,2018-10-22,1222.3
3863,2018-10-23,1235.95
3864,2018-10-24,1230.55
3865,2018-10-25,1230.8
3866,2018-10-26,1233.85
3867,2018-10-29,1230.8
3868,2018-10-30,1225.4
3869,2018-10-31,1214.95
3870,2018-11-01,1231.15
3871,2018-11-02,1232.1
3872,2018-11-05,1232.25
3873,2018-11-06,1231.6
3874,2018-11-07,1229.95
3875,2018-11-08,1224.15
3876,2018-11-09,1211.4
3877,2018-11-12,1205.55
3878,2018-11-13,1202.1
3879,2018-11-14,1203.25
3880,2018-11-15,1211.85
3881,2018-11-16,1222.4
3882,2018-11-19,1221.6
3883,2018-11-20,1223.0
3884,2018-11-21,1226.1
3885,2018-11-22,1227.05
3886,2018-11-23,1223.65
3887,2018-11-26,1223.4
3888,2018-11-27,1221.2
3889,2018-11-28,1213.25
3890,2018-11-29,1226.25
3891,2018-11-30,1217.55
3892,2018-12-03,1230.3
3893,2018-12-04,1240.3
3894,2018-12-05,1235.9
3895,2018-12-06,1242.55
3896,2018-12-07,1243.3
3897,2018-12-10,1245.35
3898,2018-12-11,1245.3
3899,2018-12-12,1245.75
3900,2018-12-13,1242.75
3901,2018-12-14,1235.35
3902,2018-12-17,1241.65
3903,2018-12-18,1246.3
3904,2018-12-19,1255.0
3905,2018-12-20,1259.75
3906,2018-12-21,1258.15
3907,2018-12-24,1258.15
3908,2018-12-25,1258.15
3909,2018-12-26,1258.15
3910,2018-12-27,1268.0
3911,2018-12-28,1279.0
3912,2018-12-31,1279.0
3913,2019-01-01,1279.0
3914,2019-01-02,1282.9
3915,2019-01-03,1290.45
3916,2019-01-04,1279.9
3917,2019-01-07,1292.2
3918,2019-01-08,1286.45
3919,2019-01-09,1288.6
3920,2019-01-10,1291.9
3921,2019-01-11,1288.95
3922,2019-01-14,1292.75
3923,2019-01-15,1294.4
3924,2019-01-16,1292.3
3925,2019-01-17,1290.7
3926,2019-01-18,1284.2
3927,2019-01-21,1279.55
3928,2019-01-22,1282.1
3929,2019-01-23,1279.8
3930,2019-01-24,1283.7
3931,2019-01-25,1293.9
3932,2019-01-28,1302.15
3933,2019-01-29,1307.55
3934,2019-01-30,1310.7
3935,2019-01-31,1323.25
3936,2019-02-01,1318.7
3937,2019-02-04,1312.15
3938,2019-02-05,1314.2
3939,2019-02-06,1312.4
3940,2019-02-07,1310.0
3941,2019-02-08,1314.85
3942,2019-02-11,1306.4
3943,2019-02-12,1310.0
3944,2019-02-13,1312.8
3945,2019-02-14,1311.45
3946,2019-02-15,1316.55
3947,2019-02-18,1325.5
3948,2019-02-19,1334.15
3949,2019-02-20,1343.75
3950,2019-02-21,1331.25
3951,2019-02-22,1329.05
3952,2019-02-25,1331.05
3953,2019-02-26,1325.05
3954,2019-02-27,1322.85
3955,2019-02-28,1319.15
3956,2019-03-01,1311.95
3957,2019-03-04,1285.4
3958,2019-03-05,1283.8
3959,2019-03-06,1285.85
3960,2019-03-07,1285.3
3961,2019-03-08,1296.75
3962,2019-03-11,1292.75
3963,2019-03-12,1297.05
3964,2019-03-13,1306.95
3965,2019-03-14,1295.55
3966,2019-03-15,1303.5
3967,2019-03-18,1305.6
3968,2019-03-19,1307.7
3969,2019-03-20,1303.7
3970,2019-03-21,1309.6
3971,2019-03-22,1311.3
3972,2019-03-25,1319.55
3973,2019-03-26,1316.3
3974,2019-03-27,1309.7
3975,2019-03-28,1295.15
3976,2019-03-29,1295.4
3977,2019-04-01,1293.5
3978,2019-04-02,1290.3
3979,2019-04-03,1290.45
3980,2019-04-04,1283.15
3981,2019-04-05,1288.45
3982,2019-04-08,1300.0
3983,2019-04-09,1303.0
3984,2019-04-10,1305.45
3985,2019-04-11,1298.8
3986,2019-04-12,1294.3
3987,2019-04-15,1285.65
3988,2019-04-16,1276.35
3989,2019-04-17,1275.85
3990,2019-04-18,1275.7
3991,2019-04-19,1275.7
3992,2019-04-22,1275.7
3993,2019-04-23,1269.5
3994,2019-04-24,1271.65
3995,2019-04-25,1280.8
3996,2019-04-26,1284.2
3997,2019-04-29,1279.5
3998,2019-04-30,1282.3
3999,2019-05-01,1283.8
4000,2019-05-02,1270.95
4001,2019-05-03,1278.55
4002,2019-05-06,1278.55
4003,2019-05-07,1281.2
4004,2019-05-08,1285.2
4005,2019-05-09,1286.1
4006,2019-05-10,1287.1
4007,2019-05-13,1295.6
4008,2019-05-14,1298.4
4009,2019-05-15,1299.1
4010,2019-05-16,1291.7
4011,2019-05-17,1280.8
4012,2019-05-20,1276.85
4013,2019-05-21,1271.15
4014,2019-05-22,1273.8
4015,2019-05-23,1283.65
4016,2019-05-24,1282.5
4017,2019-05-27,1282.5
4018,2019-05-28,1278.3
